,User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout
16,2198,43,Male,183,103,Cardio,46,616,106,7752,9.99,High,5.9,1.9,1950,52,38.4,28.5,Stressed,Fatigued
17,5394,45,Male,198,79,Cycling,29,912,121,6868,11.55,Low,6.6,1.9,2285,89,38.4,28.5,Neutral,Fatigued
18,5334,50,Male,196,73,Yoga,45,415,163,4051,10.23,High,7.8,1.9,3903,58,38.4,28.5,Neutral,Energized
19,6290,28,Female,151,58,HIIT,71,845,81,14479,2.87,Low,9.5,1.9,2682,74,38.4,28.5,Neutral,Neutral
20,8661,24,Male,185,66,Strength,36,505,99,1387,5.12,Medium,5.3,1.9,1712,77,38.4,28.5,Neutral,Energized
21,9859,22,Female,158,83,HIIT,44,760,98,5970,9.34,Low,8.1,1.9,2764,88,38.4,28.5,Stressed,Energized
22,3286,29,Female,166,88,Running,108,163,177,4978,0.77,High,10.0,1.9,2894,57,38.4,28.5,Happy,Fatigued
23,7109,49,Male,178,69,Yoga,110,644,132,3231,4.75,Low,6.3,1.9,3861,73,38.4,28.5,Tired,Energized
24,9610,58,Female,185,66,Running,18,405,157,17426,13.16,Low,7.8,1.9,3814,62,38.4,28.5,Neutral,Energized
25,7608,53,Male,176,101,Cardio,22,290,84,6312,11.02,Medium,5.5,1.9,2445,61,38.4,28.5,Happy,Fatigued
26,4221,33,Female,198,112,Yoga,62,458,177,7617,8.28,Medium,5.6,1.9,3210,70,38.4,28.5,Tired,Fatigued
27,4574,34,Male,156,111,Yoga,82,563,81,10031,9.39,Medium,6.9,1.9,2933,60,38.4,28.5,Stressed,Energized
28,4413,56,Female,179,58,Yoga,116,903,100,4665,14.27,Low,8.4,1.9,2983,74,38.4,28.5,Tired,Energized
29,1140,31,Female,188,85,Cycling,21,477,174,13836,8.96,High,8.5,1.9,1667,71,38.4,28.5,Happy,Energized
30,7505,30,Female,168,64,Cardio,45,796,88,15019,13.65,High,8.0,1.9,3288,62,38.4,28.5,Happy,Fatigued
31,675,23,Female,174,98,HIIT,98,372,82,3234,9.33,High,8.7,1.9,1921,88,38.4,28.5,Happy,Energized
32,5612,21,Male,181,82,Running,89,208,134,19010,6.51,Medium,7.9,1.9,3916,73,38.4,28.5,Neutral,Energized
33,3316,30,Male,154,114,Running,97,961,93,16624,6.4,Low,4.7,1.9,3705,66,38.4,28.5,Tired,Energized
34,1007,45,Male,199,70,Cycling,40,510,176,7408,12.13,Low,9.3,1.9,2827,51,38.4,28.5,Neutral,Neutral
35,7760,21,Female,150,115,Yoga,113,203,165,16487,13.26,High,4.5,1.9,2602,54,38.4,28.5,Neutral,Fatigued
36,8022,57,Female,187,101,Running,26,235,148,7106,1.34,Medium,4.3,1.9,2347,68,38.4,28.5,Neutral,Neutral
37,9080,38,Male,199,73,Cardio,52,779,157,10300,14.42,Low,5.5,1.9,3012,61,38.4,28.5,Neutral,Fatigued
38,680,57,Female,166,94,Running,110,188,172,7589,10.0,Low,7.2,1.9,3124,57,38.4,28.5,Neutral,Energized
39,7523,27,Male,181,107,HIIT,111,423,149,1272,0.57,Medium,8.9,1.9,2796,50,38.4,28.5,Neutral,Fatigued
40,1475,56,Male,152,92,Yoga,55,823,134,10299,12.03,Medium,8.0,1.9,2252,86,38.4,28.5,Happy,Neutral
41,279,28,Male,176,71,HIIT,85,205,110,15378,1.57,High,4.6,1.9,3233,60,38.4,28.5,Stressed,Fatigued
42,9817,21,Female,176,111,Strength,50,825,143,14198,12.16,Medium,9.2,1.9,2174,73,38.4,28.5,Neutral,Neutral
43,9871,18,Male,187,106,HIIT,56,538,176,8817,13.14,Low,8.4,1.9,2351,52,38.4,28.5,Stressed,Neutral
44,6571,40,Male,197,104,Strength,66,619,158,19361,7.74,High,7.0,1.9,3405,56,38.4,28.5,Happy,Neutral
45,9986,42,Male,150,109,Yoga,60,925,80,15110,3.83,High,9.3,1.9,2998,83,38.4,28.5,Tired,Fatigued
46,2887,57,Male,172,52,Running,94,170,169,15381,13.82,High,5.4,1.9,2231,78,38.4,28.5,Happy,Neutral
47,7060,52,Male,182,99,Cardio,35,725,119,9713,11.95,High,10.0,1.9,3064,72,38.4,28.5,Neutral,Fatigued
48,2220,55,Female,180,108,Cardio,110,159,119,17244,13.27,High,9.7,1.9,2708,76,38.4,28.5,Stressed,Energized
49,6218,49,Male,177,109,Cardio,62,651,103,14646,12.63,Medium,6.7,1.9,2613,83,38.4,28.5,Happy,Energized
50,4772,57,Male,156,62,Strength,53,675,142,15746,10.75,High,6.2,1.9,3627,61,38.4,28.5,Neutral,Neutral
51,3722,55,Female,190,65,Yoga,26,791,178,16884,10.56,Medium,5.2,1.9,1516,74,38.4,28.5,Happy,Neutral
52,5982,58,Male,154,104,Cycling,71,754,176,7044,3.95,Low,7.6,1.9,3109,51,38.4,28.5,Happy,Energized
53,4724,18,Female,186,50,Cycling,103,338,167,11025,3.88,High,5.6,1.9,2725,52,38.4,28.5,Tired,Energized
54,1676,26,Female,181,66,Cardio,29,333,148,18388,5.71,Medium,4.6,1.9,2701,59,38.4,28.5,Tired,Energized
55,2587,45,Female,160,88,Running,58,926,123,4649,14.15,High,5.9,1.9,3825,54,38.4,28.5,Happy,Neutral
56,2553,33,Female,173,114,HIIT,98,609,144,7583,10.88,High,5.6,1.9,3316,71,38.4,28.5,Happy,Neutral
57,3531,33,Male,165,91,Yoga,85,880,95,3719,1.22,Low,6.9,1.9,3513,74,38.4,28.5,Happy,Fatigued
58,6185,44,Male,154,50,Cycling,73,887,81,4639,11.77,Low,5.6,1.9,3506,74,38.4,28.5,Happy,Fatigued
59,3755,44,Male,189,104,Strength,75,768,126,2659,5.78,Medium,6.5,1.9,2842,82,38.4,28.5,Happy,Fatigued
60,6323,30,Female,172,98,Running,119,269,107,2943,2.43,High,4.6,1.9,2636,62,38.4,28.5,Happy,Fatigued
61,9361,23,Male,189,92,HIIT,28,581,169,4493,10.6,Medium,8.1,1.9,3519,88,38.4,28.5,Happy,Fatigued
62,5478,37,Male,158,77,Running,102,895,155,14418,8.46,High,4.6,1.9,1583,64,38.4,28.5,Tired,Energized
63,3748,30,Female,175,82,Cycling,94,410,160,19635,12.33,High,8.6,1.9,3489,81,38.4,28.5,Neutral,Energized
64,1413,23,Male,156,109,Strength,14,954,140,13691,10.53,Medium,9.7,1.9,3700,53,38.4,28.5,Stressed,Fatigued
65,9936,27,Female,179,118,Strength,52,177,150,2458,12.6,Low,7.8,1.9,2612,84,38.4,28.5,Happy,Neutral
66,8371,35,Male,179,116,Strength,31,762,126,13273,7.26,Low,8.9,1.9,3965,76,38.4,28.5,Stressed,Energized
67,141,41,Female,188,62,Running,25,420,144,5633,14.29,Medium,7.4,1.9,2877,74,38.4,28.5,Stressed,Neutral
68,1214,30,Female,184,68,HIIT,23,392,100,18743,10.39,High,9.8,1.9,3403,55,38.4,28.5,Neutral,Energized
69,277,40,Male,152,99,Running,39,790,123,3509,9.77,Medium,7.2,1.9,3606,54,38.4,28.5,Neutral,Fatigued
70,2737,59,Female,169,51,Cardio,103,382,105,18422,2.18,High,9.4,1.9,2405,74,38.4,28.5,Stressed,Neutral
71,9815,18,Male,184,104,Strength,97,426,88,10722,13.09,Low,9.8,1.9,2369,50,38.4,28.5,Stressed,Neutral
72,2952,58,Male,176,108,Cycling,90,172,141,17964,4.33,Low,9.8,1.9,2900,57,38.4,28.5,Happy,Fatigued
73,3749,29,Female,178,64,Cardio,44,263,101,8565,13.78,Medium,8.5,1.9,2628,59,38.4,28.5,Happy,Energized
74,2521,56,Female,184,71,Strength,43,809,131,17932,9.28,Low,4.6,1.9,3929,58,38.4,28.5,Tired,Neutral
75,6134,46,Male,163,56,Strength,96,824,92,10034,11.91,Low,7.3,1.9,2272,85,38.4,28.5,Happy,Energized
76,422,48,Female,187,74,HIIT,111,996,153,7354,2.03,Low,6.9,1.9,2781,75,38.4,28.5,Happy,Fatigued
77,1790,27,Female,187,50,Cycling,48,341,101,3668,2.48,High,5.1,1.9,3443,78,38.4,28.5,Neutral,Energized
78,5219,23,Female,194,82,HIIT,16,117,85,6113,4.93,Medium,6.4,1.9,2492,52,38.4,28.5,Neutral,Energized
79,3613,19,Male,158,64,HIIT,92,632,121,13381,4.54,Medium,5.4,1.9,3630,64,38.4,28.5,Neutral,Fatigued
80,661,32,Female,164,116,Running,79,388,92,12050,6.93,Low,5.4,1.9,2347,63,38.4,28.5,Happy,Neutral
81,7598,26,Female,162,72,Yoga,17,754,106,1317,1.63,Medium,6.7,1.9,3642,79,38.4,28.5,Tired,Fatigued
82,863,56,Male,176,56,HIIT,46,668,137,2744,12.15,Medium,4.3,1.9,3772,52,38.4,28.5,Neutral,Energized
83,2047,34,Female,193,82,Yoga,23,487,147,6038,8.84,Low,4.6,1.9,3591,54,38.4,28.5,Neutral,Neutral
84,7499,52,Female,167,87,Cardio,56,831,123,5731,3.97,High,4.2,1.9,2246,73,38.4,28.5,Neutral,Fatigued
85,2045,20,Male,187,97,HIIT,54,329,119,4794,11.74,Low,7.3,1.9,2745,69,38.4,28.5,Tired,Neutral
86,9637,21,Male,195,61,Strength,50,709,98,1781,8.97,High,6.0,1.9,3775,75,38.4,28.5,Neutral,Fatigued
87,4979,57,Female,162,105,Cycling,113,920,144,18340,3.69,High,8.4,1.9,1834,82,38.4,28.5,Stressed,Fatigued
88,3716,52,Male,176,52,Running,71,661,135,9068,12.63,High,8.0,1.9,2378,70,38.4,28.5,Stressed,Neutral
89,5431,35,Male,166,57,HIIT,33,945,167,13404,2.34,High,8.2,1.9,3494,61,38.4,28.5,Happy,Fatigued
90,689,50,Male,177,59,Cycling,67,246,134,15378,3.29,Low,8.0,1.9,3742,61,38.4,28.5,Tired,Energized
91,5687,53,Female,165,116,HIIT,36,794,111,2709,12.84,Medium,8.0,1.9,2601,82,38.4,28.5,Neutral,Energized
92,2102,35,Male,189,112,Strength,83,751,115,14620,6.11,High,4.8,1.9,3045,89,38.4,28.5,Happy,Energized
93,6222,34,Male,192,75,Running,25,307,135,16890,1.64,Low,5.8,1.9,1866,63,38.4,28.5,Stressed,Neutral
94,9089,30,Female,174,108,Cardio,106,928,150,18102,5.08,Medium,8.7,1.9,2524,69,38.4,28.5,Neutral,Neutral
95,4190,57,Female,179,114,Cycling,30,668,127,13442,1.39,Low,6.9,1.9,2145,74,38.4,28.5,Neutral,Neutral
96,7551,40,Female,169,67,Yoga,67,200,149,5354,12.37,Medium,7.1,1.9,3613,73,38.4,28.5,Neutral,Neutral
97,4195,19,Other,174,85,Running,83,198,144,14208,13.8,High,4.6,1.9,3516,52,38.4,28.5,Neutral,Fatigued
98,487,42,Female,169,62,HIIT,103,601,101,2074,8.78,Medium,4.5,1.9,1951,70,38.4,28.5,Tired,Energized
99,6262,40,Male,183,74,Strength,66,842,131,3322,11.45,High,5.3,1.9,2319,62,38.4,28.5,Tired,Neutral
100,2465,38,Female,160,50,HIIT,66,909,112,16903,5.18,High,7.7,1.9,1666,60,38.4,28.5,Happy,Fatigued
101,484,45,Other,199,93,Yoga,62,677,140,19196,5.32,Low,9.4,1.9,1837,80,38.4,28.5,Happy,Fatigued
102,4023,42,Male,190,87,Strength,92,684,113,11351,14.58,Low,6.4,1.9,2638,75,38.4,28.5,Tired,Energized
103,4205,33,Female,191,72,HIIT,36,824,156,16908,13.46,Medium,4.5,1.9,1670,61,38.4,28.5,Happy,Fatigued
104,1212,56,Male,191,67,HIIT,48,799,122,4809,11.49,Medium,4.2,1.9,1708,80,38.4,28.5,Tired,Energized
105,1669,31,Female,167,58,Cardio,105,951,145,15607,14.7,Medium,6.8,1.9,3364,58,38.4,28.5,Tired,Energized
106,7193,43,Male,153,80,Yoga,94,809,162,3041,12.49,High,5.7,1.9,3875,72,38.4,28.5,Stressed,Fatigued
107,876,41,Male,154,80,Cycling,20,274,138,2435,13.81,High,7.0,1.9,1729,76,38.4,28.5,Stressed,Fatigued
108,9299,31,Male,193,110,Yoga,111,664,84,7862,12.17,Low,4.3,1.9,2871,70,38.4,28.5,Stressed,Neutral
109,6707,57,Male,179,111,Cycling,43,323,124,17974,1.1,High,4.1,1.9,3804,67,38.4,28.5,Tired,Neutral
110,2919,29,Male,190,110,Cycling,96,970,147,15558,0.78,High,9.4,1.9,2212,61,38.4,28.5,Tired,Energized
111,9259,49,Female,168,55,Cardio,72,384,175,19718,13.1,Low,4.9,1.9,3360,65,38.4,28.5,Neutral,Fatigued
112,2168,44,Male,159,111,Yoga,83,314,80,19754,8.31,Low,9.4,1.9,1511,87,38.4,28.5,Tired,Energized
113,697,51,Male,191,87,Running,24,709,124,18875,11.63,Low,7.8,1.9,3117,76,38.4,28.5,Happy,Energized
114,2400,56,Male,176,96,Strength,85,930,120,1972,11.85,Medium,8.8,1.9,3903,86,38.4,28.5,Neutral,Fatigued
115,7279,53,Female,164,65,Cardio,61,908,112,8531,11.38,Medium,7.6,1.9,2145,78,38.4,28.5,Happy,Neutral
116,3963,25,Male,170,59,Strength,44,367,112,15840,8.04,High,10.0,1.9,3879,79,38.4,28.5,Stressed,Fatigued
117,7627,45,Female,151,79,Strength,43,919,153,14437,5.0,Medium,4.1,1.9,3119,59,38.4,28.5,Stressed,Fatigued
118,5653,25,Male,179,63,Strength,33,752,113,11394,13.39,Medium,4.7,1.9,1573,87,38.4,28.5,Stressed,Neutral
119,7814,30,Male,185,83,Cycling,44,445,167,4970,2.03,Low,5.8,1.9,2099,51,38.4,28.5,Happy,Energized
120,5907,28,Male,176,60,Yoga,12,718,135,3683,3.16,High,9.3,1.9,3543,86,38.4,28.5,Tired,Neutral
121,2241,44,Female,160,94,Yoga,18,420,177,11480,13.37,Medium,5.5,1.9,1595,74,38.4,28.5,Stressed,Fatigued
122,6601,38,Male,173,107,Yoga,48,906,88,14619,13.1,Medium,6.1,1.9,3558,85,38.4,28.5,Tired,Fatigued
123,1499,20,Male,158,108,Strength,101,752,174,5489,9.28,Medium,9.3,1.9,2302,85,38.4,28.5,Tired,Fatigued
124,5800,27,Male,155,60,Strength,117,991,151,3682,9.02,High,5.8,1.9,2043,89,38.4,28.5,Stressed,Energized
125,8476,59,Female,195,78,Strength,56,386,179,19425,1.11,High,6.2,1.9,3964,60,38.4,28.5,Happy,Neutral
126,5098,51,Female,163,102,Running,114,698,104,12886,10.58,High,7.8,1.9,2866,66,38.4,28.5,Stressed,Neutral
127,695,58,Male,155,71,Cycling,76,834,148,16025,9.24,Low,6.0,1.9,3259,85,38.4,28.5,Neutral,Energized
128,1201,30,Female,199,108,Yoga,111,284,88,13982,3.7,Medium,4.5,1.9,2745,84,38.4,28.5,Happy,Neutral
129,2342,55,Male,178,50,Strength,114,818,171,18610,9.57,Medium,7.9,1.9,2585,61,38.4,28.5,Neutral,Energized
130,3680,53,Female,183,110,Strength,20,565,96,12690,12.41,Low,7.2,1.9,3615,66,38.4,28.5,Happy,Fatigued
131,303,43,Male,151,76,Running,92,303,167,3591,13.06,Low,4.6,1.9,2143,62,38.4,28.5,Happy,Neutral
132,3172,18,Male,186,109,Running,85,755,150,5378,1.85,Medium,5.0,1.9,2792,73,38.4,28.5,Stressed,Energized
133,3985,19,Male,165,59,Running,79,245,86,9924,1.24,High,4.8,1.9,2818,72,38.4,28.5,Tired,Neutral
134,2770,46,Male,156,79,Cardio,73,478,80,6607,4.52,High,5.1,1.9,1906,65,38.4,28.5,Neutral,Fatigued
135,2173,55,Male,184,66,Strength,65,581,166,12111,12.76,High,4.2,1.9,3610,76,38.4,28.5,Stressed,Energized
136,9560,30,Male,161,117,Strength,111,582,101,18220,9.33,High,7.6,1.9,1688,59,38.4,28.5,Neutral,Neutral
137,7913,24,Female,172,114,Cardio,72,858,122,18752,9.02,Low,8.9,1.9,2585,87,38.4,28.5,Neutral,Neutral
138,6489,35,Female,189,96,Cycling,113,982,154,6043,14.65,Medium,5.0,1.9,3875,57,38.4,28.5,Neutral,Energized
139,9381,54,Female,180,78,HIIT,47,872,154,15758,12.35,High,8.0,1.9,3812,60,38.4,28.5,Happy,Neutral
140,7848,22,Female,191,79,HIIT,91,651,120,19715,0.61,High,5.7,1.9,2055,54,38.4,28.5,Tired,Energized
141,401,49,Male,188,107,Cardio,61,729,106,5418,3.58,High,4.5,1.9,3391,86,38.4,28.5,Stressed,Neutral
142,6785,22,Male,186,88,Cycling,65,386,113,11248,11.05,Low,8.9,1.9,1675,85,38.4,28.5,Tired,Energized
143,8816,27,Female,179,102,Strength,88,328,123,11847,14.11,High,5.6,1.9,2659,65,38.4,28.5,Stressed,Fatigued
144,5695,55,Female,182,81,Cycling,66,540,142,3939,13.19,Low,7.0,1.9,2465,84,38.4,28.5,Neutral,Neutral
145,42,42,Female,179,63,Yoga,101,927,128,12079,14.48,High,5.6,1.9,2626,85,38.4,28.5,Tired,Neutral
146,2903,27,Female,164,78,Yoga,34,748,117,14816,11.02,Low,7.1,1.9,2829,56,38.4,28.5,Neutral,Energized
147,4432,57,Male,158,115,HIIT,28,239,117,6590,7.61,Medium,5.8,1.9,2664,82,38.4,28.5,Neutral,Energized
148,2993,33,Female,190,107,HIIT,101,845,99,15989,12.64,Low,7.5,1.9,1978,61,38.4,28.5,Happy,Energized
149,2935,18,Male,176,115,Cardio,80,642,138,16649,10.55,Low,8.8,1.9,3947,56,38.4,28.5,Happy,Fatigued
150,5428,42,Male,194,112,Cardio,30,540,163,11322,11.33,Low,6.0,1.9,2201,78,38.4,28.5,Happy,Energized
151,1254,51,Female,198,93,Running,71,397,80,2979,12.5,Low,5.4,1.9,2662,56,38.4,28.5,Tired,Neutral
152,2495,41,Male,182,86,Strength,94,608,106,15113,11.36,Medium,7.6,1.9,1561,69,38.4,28.5,Tired,Energized
153,973,47,Female,183,119,Cardio,16,256,176,16577,6.63,High,8.3,1.9,2987,57,38.4,28.5,Happy,Neutral
154,8897,27,Other,153,71,Running,40,840,173,18201,14.57,Medium,5.3,1.9,2067,65,38.4,28.5,Happy,Fatigued
155,2086,58,Other,164,69,Cardio,41,965,101,14577,11.67,High,4.1,1.9,2537,66,38.4,28.5,Neutral,Neutral
156,7609,35,Male,180,99,HIIT,76,692,117,7091,1.35,High,10.0,1.9,3201,67,38.4,28.5,Tired,Energized
157,9241,29,Male,158,94,Cardio,119,465,160,8193,13.92,Medium,5.6,1.9,2634,63,38.4,28.5,Stressed,Neutral
158,6848,39,Female,153,60,Running,17,498,101,4712,11.13,Medium,6.8,1.9,2458,52,38.4,28.5,Stressed,Neutral
159,5117,51,Female,181,98,Yoga,47,697,92,16409,1.43,High,8.1,1.9,3771,61,38.4,28.5,Neutral,Neutral
160,7186,18,Female,190,86,Yoga,25,474,93,5380,13.99,Low,7.8,1.9,2384,74,38.4,28.5,Stressed,Neutral
161,1789,50,Male,164,92,Running,105,948,170,18184,8.18,High,8.7,1.9,1693,82,38.4,28.5,Neutral,Energized
162,6516,37,Female,170,90,HIIT,114,424,138,10215,3.35,Low,4.2,1.9,3602,81,38.4,28.5,Tired,Neutral
163,812,29,Female,150,102,Yoga,82,160,85,7621,12.21,Low,8.6,1.9,2820,66,38.4,28.5,Stressed,Energized
164,6436,37,Female,199,102,Yoga,94,127,166,14651,10.02,Medium,5.6,1.9,3846,50,38.4,28.5,Happy,Fatigued
165,6833,21,Female,178,53,Strength,98,709,113,17877,11.36,Low,4.5,1.9,3407,62,38.4,28.5,Happy,Fatigued
166,2429,54,Male,165,62,Cycling,30,464,156,7684,12.4,High,6.5,1.9,3522,65,38.4,28.5,Happy,Neutral
167,6859,30,Male,170,118,Strength,101,476,137,7620,4.29,Low,4.9,1.9,3397,67,38.4,28.5,Stressed,Energized
168,9082,33,Female,195,73,Cycling,95,530,96,6228,2.49,Medium,4.9,1.9,3120,60,38.4,28.5,Happy,Fatigued
169,5785,58,Female,184,99,Strength,64,463,103,7097,2.51,High,6.7,1.9,1758,79,38.4,28.5,Neutral,Energized
170,9503,21,Male,171,66,Running,68,741,177,4816,14.68,High,7.1,1.9,2450,55,38.4,28.5,Happy,Energized
171,1308,26,Female,173,113,HIIT,71,202,93,5206,4.46,Medium,4.1,1.9,3545,72,38.4,28.5,Stressed,Fatigued
172,5693,47,Male,153,56,Cycling,60,364,83,19546,13.79,Low,7.6,1.9,2802,88,38.4,28.5,Tired,Fatigued
173,272,27,Male,157,70,HIIT,70,472,90,15883,7.22,Medium,6.5,1.9,3401,69,38.4,28.5,Stressed,Fatigued
174,4778,59,Female,166,109,Cycling,21,504,171,7514,13.26,Low,9.1,1.9,2052,74,38.4,28.5,Neutral,Fatigued
175,4493,56,Female,197,60,Cardio,25,566,130,12982,3.37,Low,9.6,1.9,2721,61,38.4,28.5,Neutral,Fatigued
176,9599,35,Female,177,94,Strength,71,995,156,10823,12.16,High,5.8,1.9,2216,77,38.4,28.5,Tired,Neutral
177,6513,49,Other,159,96,Strength,16,265,113,18999,9.93,High,7.1,1.9,1880,80,38.4,28.5,Neutral,Neutral
178,8771,30,Male,173,114,Yoga,68,980,178,12456,2.4,High,6.2,1.9,2542,69,38.4,28.5,Tired,Fatigued
179,1481,24,Male,163,53,Strength,65,932,98,3556,10.3,High,8.8,1.9,1659,62,38.4,28.5,Tired,Neutral
180,6863,41,Male,190,80,HIIT,59,402,105,9872,4.57,Low,9.0,1.9,3697,56,38.4,28.5,Tired,Neutral
181,6305,46,Male,153,109,Cardio,114,220,137,7897,4.29,Low,8.9,1.9,1724,58,38.4,28.5,Neutral,Energized
182,7658,28,Female,177,112,Yoga,18,405,115,2507,14.22,Medium,9.4,1.9,2158,61,38.4,28.5,Tired,Neutral
183,7144,23,Male,178,64,HIIT,94,830,86,9878,12.59,Low,7.0,1.9,1851,88,38.4,28.5,Stressed,Fatigued
184,9862,19,Female,199,83,Running,105,286,171,7197,5.75,Low,8.2,1.9,3788,88,38.4,28.5,Happy,Fatigued
185,9315,44,Male,178,51,HIIT,113,931,89,5577,4.51,High,9.5,1.9,3191,71,38.4,28.5,Happy,Energized
186,1870,37,Male,172,80,Strength,85,156,158,9253,8.12,Low,7.6,1.9,2182,50,38.4,28.5,Stressed,Energized
187,8814,29,Female,177,111,Strength,85,490,95,10954,11.39,High,5.8,1.9,2596,65,38.4,28.5,Neutral,Neutral
188,8277,18,Male,150,116,Cardio,114,116,97,6356,14.46,Low,4.9,1.9,2755,85,38.4,28.5,Tired,Energized
189,9122,26,Male,152,89,Cardio,90,286,100,7556,1.26,Medium,8.3,1.9,2396,75,38.4,28.5,Neutral,Fatigued
190,4125,36,Female,188,113,Yoga,79,153,141,11057,5.95,Medium,9.1,1.9,2037,75,38.4,28.5,Tired,Neutral
191,2831,59,Female,154,95,HIIT,51,181,111,18665,13.42,High,5.3,1.9,2674,62,38.4,28.5,Tired,Neutral
192,194,34,Male,152,93,Yoga,71,757,139,2704,3.8,High,8.9,1.9,2247,61,38.4,28.5,Happy,Neutral
193,2370,58,Female,195,100,Yoga,50,614,136,5866,11.51,High,6.4,1.9,1625,61,38.4,28.5,Happy,Fatigued
194,9303,25,Female,182,119,Running,30,327,142,2413,9.3,Medium,9.3,1.9,2266,72,38.4,28.5,Happy,Energized
195,8729,39,Male,157,82,HIIT,42,794,119,6347,10.21,High,9.5,1.9,1520,56,38.4,28.5,Happy,Energized
196,5747,34,Male,172,61,Cardio,112,353,132,9947,1.5,High,4.8,1.9,2652,76,38.4,28.5,Neutral,Neutral
197,2009,30,Male,152,117,HIIT,113,439,173,7182,7.6,High,8.9,1.9,3447,86,38.4,28.5,Neutral,Energized
198,7113,51,Male,197,92,HIIT,12,360,161,7712,11.89,Medium,5.4,1.9,3417,54,38.4,28.5,Stressed,Neutral
199,9298,36,Female,193,100,Running,87,996,168,9889,9.25,Medium,6.7,1.9,2413,76,38.4,28.5,Neutral,Fatigued
200,2772,28,Male,167,88,Yoga,36,465,176,2378,13.24,Low,5.0,1.9,1675,50,38.4,28.5,Tired,Fatigued
201,4099,48,Male,150,94,Yoga,79,574,118,6744,9.55,High,4.9,1.9,2167,68,38.4,28.5,Stressed,Fatigued
202,6047,57,Male,183,64,HIIT,63,476,137,3601,7.92,Low,9.5,1.9,3301,78,38.4,28.5,Happy,Fatigued
203,2657,19,Female,188,61,Running,64,147,111,18126,5.48,Medium,8.4,1.9,3812,89,38.4,28.5,Stressed,Neutral
204,7370,51,Male,153,68,Running,14,179,92,3945,1.23,Medium,9.3,1.9,1522,76,38.4,28.5,Tired,Neutral
205,3697,32,Female,159,88,Strength,73,697,108,14227,11.28,High,9.6,1.9,2099,68,38.4,28.5,Tired,Energized
206,316,22,Female,166,89,Strength,68,918,86,15464,14.55,Low,9.8,1.9,2685,76,38.4,28.5,Tired,Fatigued
207,1245,25,Male,181,113,Cardio,46,663,122,13373,11.1,Medium,9.1,1.9,3234,68,38.4,28.5,Stressed,Neutral
208,3335,57,Male,150,92,Strength,55,652,177,5244,1.81,Medium,7.4,1.9,3328,81,38.4,28.5,Neutral,Neutral
209,3882,58,Female,188,108,HIIT,74,839,139,2724,7.56,Medium,9.0,1.9,3681,70,38.4,28.5,Tired,Fatigued
210,5503,43,Female,189,66,Strength,80,299,101,18042,9.36,Medium,9.7,1.9,2598,81,38.4,28.5,Happy,Energized
